Date,Charge Category,Original Charge,Discount Type 1,Discount Amount,Post Discount,Adjustment,Billing Amount,Status,Gender,City,State,Program,Room,Schedule
8/1/2023,Tuition,1050.00,Employee discount,-1050.00,0.00,0.00,0.00,Active,male,Carrollton, Texas,Primary,Van Gogh,FD
9/1/2023,Tuition,1050.00,Employee discount,-1050.00,0.00,0.00,0.00,Active,male,Carrollton, Texas,Primary,Van Gogh,FD
10/1/2023,Tuition,1050.00,Employee discount,-1050.00,0.00,0.00,0.00,Active,male,Carrollton, Texas,Primary,Van Gogh,FD
11/1/2023,Tuition,1050.00,Employee discount,-1050.00,0.00,0.00,0.00,Active,male,Carrollton, Texas,Primary,Van Gogh,FD
12/1/2023,Tuition,1050.00,Employee discount,-1050.00,0.00,0.00,0.00,Active,male,Carrollton, Texas,Primary,Van Gogh,FD
1/1/2024,Tuition,1050.00,Employee discount,-1050.00,0.00,0.00,0.00,Active,male,Carrollton, Texas,Primary,Van Gogh,FD
2/1/2024,Tuition,1050.00,Employee discount,-1050.00,0.00,0.00,0.00,Active,male,Carrollton, Texas,Primary,Van Gogh,FD
3/1/2024,Tuition,1050.00,Employee discount,-1050.00,0.00,0.00,0.00,Active,male,Carrollton, Texas,Primary,Van Gogh,FD
4/1/2024,Tuition,1050.00,Employee discount,-1050.00,0.00,0.00,0.00,Active,male,Carrollton, Texas,Primary,Van Gogh,FD
7/1/2023,Tuition,1000.00,Employee discount,-1000.00,0.00,0.00,0.00,Active,male,Carrollton, Texas,Primary,Van Gogh,FD
8/1/2023,Tuition,1000.00,Employee discount,-1000.00,0.00,0.00,0.00,Active,male,Carrollton, Texas,Primary,Van Gogh,FD
9/1/2023,Tuition,1000.00,Employee discount,-1000.00,0.00,0.00,0.00,Active,male,Carrollton, Texas,Primary,Van Gogh,FD
4/1/2023,Tuition,775.00,Employee discount,-775.00,0.00,0.00,0.00,Active,male,Carrollton, Texas,Primary,Van Gogh,FD
8/1/2023,Tuition,1155.00,Healthcare Worker,-162.25,992.75,0.00,992.75,Active,male,Dallas, Texas,Toddler,Beethoven,FD
9/1/2023,Tuition,1155.00,Healthcare Worker,-162.25,992.75,0.00,992.75,Active,male,Dallas, Texas,Toddler,Beethoven,FD
10/1/2023,Tuition,1155.00,Healthcare Worker,-162.25,992.75,0.00,992.75,Active,male,Dallas, Texas,Toddler,Beethoven,FD
11/1/2023,Tuition,1155.00,Healthcare Worker,-162.25,992.75,0.00,992.75,Active,male,Dallas, Texas,Toddler,Beethoven,FD
12/1/2023,Tuition,1155.00,Healthcare Worker,-162.25,992.75,0.00,992.75,Active,male,Dallas, Texas,Toddler,Beethoven,FD
1/1/2024,Tuition,1155.00,Healthcare Worker,-162.25,992.75,0.00,992.75,Active,male,Dallas, Texas,Toddler,Beethoven,FD
2/1/2024,Tuition,1155.00,Healthcare Worker,-162.25,992.75,0.00,992.75,Active,male,Dallas, Texas,Toddler,Beethoven,FD
3/1/2024,Tuition,1155.00,Healthcare Worker,-162.25,992.75,0.00,992.75,Active,male,Dallas, Texas,Toddler,Beethoven,FD
4/1/2024,Tuition,1155.00,Healthcare Worker,-162.25,992.75,0.00,992.75,Active,male,Dallas, Texas,Toddler,Beethoven,FD
7/1/2023,Tuition,1100.00,Military Discount,-107.25,992.75,0.00,992.75,Active,male,Dallas, Texas,Toddler,Beethoven,FD
6/1/2023,Tuition,960.00,Military Discount,-93.60,866.40,0.00,866.40,Active,male,Dallas, Texas,Toddler,Beethoven,FD
1/1/2024,Tuition,1155.00,Healthcare Worker,-57.75,1097.25,-1097.25,0.00,Active,male,Dallas, Texas,Primary,Chevalier,FD
8/1/2023,Tuition,1050.00,Old Price Discount,-50.00,1000.00,0.00,1000.00,Active,male,Dallas, Texas,Primary,Chevalier,FD
9/1/2023,Tuition,1050.00,Old Price Discount,-50.00,1000.00,0.00,1000.00,Active,male,Dallas, Texas,Primary,Chevalier,FD
10/1/2023,Tuition,1050.00,Old Price Discount,-50.00,1000.00,0.00,1000.00,Active,male,Dallas, Texas,Primary,Chevalier,FD
11/1/2023,Tuition,1050.00,Old Price Discount,-50.00,1000.00,0.00,1000.00,Active,male,Dallas, Texas,Primary,Chevalier,FD
12/1/2023,Tuition,1050.00,Old Price Discount,-50.00,1000.00,0.00,1000.00,Active,male,Dallas, Texas,Primary,Chevalier,FD
1/1/2024,Tuition,1050.00,Old Price Discount,-50.00,1000.00,0.00,1000.00,Active,male,Dallas, Texas,Primary,Chevalier,FD
2/1/2024,Tuition,1050.00,Old Price Discount,-50.00,1000.00,0.00,1000.00,Active,male,Dallas, Texas,Primary,Chevalier,FD
3/1/2024,Tuition,1050.00,Old Price Discount,-50.00,1000.00,0.00,1000.00,Active,male,Dallas, Texas,Primary,Chevalier,FD
4/1/2024,Tuition,1050.00,Old Price Discount,-50.00,1000.00,0.00,1000.00,Active,male,Dallas, Texas,Primary,Chevalier,FD
8/1/2022,Tuition,1100.00,,0.00,1100.00,0.00,1100.00,Active,male,Dallas, Texas,Primary,Chevalier,FD
9/1/2022,Tuition,1100.00,,0.00,1100.00,0.00,1100.00,Active,male,Dallas, Texas,Primary,Chevalier,FD
10/1/2022,Tuition,1100.00,,0.00,1100.00,0.00,1100.00,Active,male,Dallas, Texas,Primary,Chevalier,FD
11/1/2022,Tuition,1100.00,,0.00,1100.00,0.00,1100.00,Active,male,Dallas, Texas,Primary,Chevalier,FD
12/1/2022,Tuition,1100.00,,0.00,1100.00,0.00,1100.00,Active,male,Dallas, Texas,Primary,Chevalier,FD
1/1/2023,Tuition,1100.00,,0.00,1100.00,0.00,1100.00,Active,male,Dallas, Texas,Primary,Chevalier,FD
2/1/2023,Tuition,1100.00,,0.00,1100.00,0.00,1100.00,Active,male,Dallas, Texas,Primary,Chevalier,FD
3/1/2023,Tuition,1100.00,,0.00,1100.00,0.00,1100.00,Active,male,Dallas, Texas,Primary,Chevalier,FD
4/1/2023,Tuition,1100.00,,0.00,1100.00,0.00,1100.00,Active,male,Dallas, Texas,Primary,Chevalier,FD
5/1/2023,Tuition,1100.00,,0.00,1100.00,0.00,1100.00,Active,male,Dallas, Texas,Primary,Chevalier,FD
6/1/2023,Tuition,1100.00,,0.00,1100.00,0.00,1100.00,Active,male,Dallas, Texas,Primary,Chevalier,FD
7/1/2023,Tuition,1100.00,,0.00,1100.00,-1100.00,0.00,Active,male,Dallas, Texas,Primary,Chevalier,FD
8/1/2023,Tuition,1400.00,,0.00,1400.00,0.00,1400.00,Active,male,Dallas, Texas,Infant,Debussy,FD
9/1/2023,Tuition,1400.00,,0.00,1400.00,0.00,1400.00,Active,male,Dallas, Texas,Infant,Debussy,FD
10/1/2023,Tuition,1400.00,,0.00,1400.00,0.00,1400.00,Active,male,Dallas, Texas,Infant,Debussy,FD
11/1/2023,Tuition,1400.00,,0.00,1400.00,0.00,1400.00,Active,male,Dallas, Texas,Infant,Debussy,FD
12/1/2023,Tuition,1400.00,,0.00,1400.00,0.00,1400.00,Active,male,Dallas, Texas,Infant,Debussy,FD
1/1/2024,Tuition,1400.00,,0.00,1400.00,0.00,1400.00,Active,male,Dallas, Texas,Infant,Debussy,FD
2/1/2024,Tuition,1400.00,,0.00,1400.00,0.00,1400.00,Active,male,Dallas, Texas,Infant,Debussy,FD
3/1/2024,Tuition,1400.00,,0.00,1400.00,0.00,1400.00,Active,male,Dallas, Texas,Infant,Debussy,FD
4/1/2024,Tuition,1400.00,,0.00,1400.00,0.00,1400.00,Active,male,Dallas, Texas,Infant,Debussy,FD
7/1/2023,Tuition,1155.00,,0.00,1155.00,0.00,1155.00,Active,male,Dallas, Texas,Infant,Debussy,FD
6/1/2023,Tuition,1055.00,,0.00,1055.00,0.00,1055.00,Active,male,Dallas, Texas,Infant,Debussy,FD
8/1/2023,Tuition,1155.00,Employee discount,-1155.00,0.00,0.00,0.00,Active,female,Garland, Texas,Lower Elementary,Newton,FD
9/1/2023,Tuition,1155.00,Employee discount,-1155.00,0.00,0.00,0.00,Active,female,Garland, Texas,Lower Elementary,Newton,FD
10/1/2023,Tuition,1155.00,Employee discount,-1155.00,0.00,0.00,0.00,Active,female,Garland, Texas,Lower Elementary,Newton,FD
11/1/2023,Tuition,1155.00,Employee discount,-1155.00,0.00,0.00,0.00,Active,female,Garland, Texas,Lower Elementary,Newton,FD
12/1/2023,Tuition,1155.00,Employee discount,-1155.00,0.00,0.00,0.00,Active,female,Garland, Texas,Lower Elementary,Newton,FD
1/1/2024,Tuition,1155.00,Employee discount,-1155.00,0.00,0.00,0.00,Active,female,Garland, Texas,Lower Elementary,Newton,FD
2/1/2024,Tuition,1155.00,Employee discount,-1155.00,0.00,0.00,0.00,Active,female,Garland, Texas,Lower Elementary,Newton,FD
3/1/2024,Tuition,1155.00,Employee discount,-1155.00,0.00,0.00,0.00,Active,female,Garland, Texas,Lower Elementary,Newton,FD
4/1/2024,Tuition,1155.00,Employee discount,-1155.00,0.00,0.00,0.00,Active,female,Garland, Texas,Lower Elementary,Newton,FD
8/1/2023,Tuition,1155.00,Employee discount,-1155.00,0.00,0.00,0.00,Active,male,Garland, Texas,Lower Elementary,Newton,FD
9/1/2023,Tuition,1155.00,Employee discount,-1155.00,0.00,0.00,0.00,Active,male,Garland, Texas,Lower Elementary,Newton,FD
10/1/2023,Tuition,1155.00,Employee discount,-1155.00,0.00,0.00,0.00,Active,male,Garland, Texas,Lower Elementary,Newton,FD
11/1/2023,Tuition,1155.00,Employee discount,-1155.00,0.00,0.00,0.00,Active,male,Garland, Texas,Lower Elementary,Newton,FD
12/1/2023,Tuition,1155.00,Employee discount,-1155.00,0.00,0.00,0.00,Active,male,Garland, Texas,Lower Elementary,Newton,FD
1/1/2024,Tuition,1155.00,Employee discount,-1155.00,0.00,0.00,0.00,Active,male,Garland, Texas,Lower Elementary,Newton,FD
2/1/2024,Tuition,1155.00,Employee discount,-1155.00,0.00,0.00,0.00,Active,male,Garland, Texas,Lower Elementary,Newton,FD
3/1/2024,Tuition,1155.00,Employee discount,-1155.00,0.00,0.00,0.00,Active,male,Garland, Texas,Lower Elementary,Newton,FD
4/1/2024,Tuition,1155.00,Employee discount,-1155.00,0.00,0.00,0.00,Active,male,Garland, Texas,Lower Elementary,Newton,FD
8/1/2023,Tuition,1102.50,Employee discount,-1102.50,0.00,0.00,0.00,Active,female,Garland, Texas,Lower Elementary,Newton,5SD
9/1/2023,Tuition,1102.50,Employee discount,-1102.50,0.00,0.00,0.00,Active,female,Garland, Texas,Lower Elementary,Newton,5SD
10/1/2023,Tuition,1102.50,Employee discount,-1102.50,0.00,0.00,0.00,Active,female,Garland, Texas,Lower Elementary,Newton,5SD
11/1/2023,Tuition,1102.50,Employee discount,-1102.50,0.00,0.00,0.00,Active,female,Garland, Texas,Lower Elementary,Newton,5SD
12/1/2023,Tuition,1102.50,Employee discount,-1102.50,0.00,0.00,0.00,Active,female,Garland, Texas,Lower Elementary,Newton,5SD
1/1/2024,Tuition,1102.50,Employee discount,-1102.50,0.00,0.00,0.00,Active,female,Garland, Texas,Lower Elementary,Newton,5SD
2/1/2024,Tuition,1102.50,Employee discount,-1102.50,0.00,0.00,0.00,Active,female,Garland, Texas,Lower Elementary,Newton,5SD
3/1/2024,Tuition,1102.50,Employee discount,-1102.50,0.00,0.00,0.00,Active,female,Garland, Texas,Lower Elementary,Newton,5SD
4/1/2024,Tuition,1102.50,Employee discount,-1102.50,0.00,0.00,0.00,Active,female,Garland, Texas,Lower Elementary,Newton,5SD
8/1/2023,Tuition,1102.50,Employee discount,-1102.50,0.00,0.00,0.00,Active,female,Garland, Texas,Lower Elementary,Newton,5SD
9/1/2023,Tuition,1102.50,Employee discount,-1102.50,0.00,0.00,0.00,Active,female,Garland, Texas,Lower Elementary,Newton,5SD
10/1/2023,Tuition,1102.50,Employee discount,-1102.50,0.00,0.00,0.00,Active,female,Garland, Texas,Lower Elementary,Newton,5SD
11/1/2023,Tuition,1102.50,Employee discount,-1102.50,0.00,0.00,0.00,Active,female,Garland, Texas,Lower Elementary,Newton,5SD
12/1/2023,Tuition,1102.50,Employee discount,-1102.50,0.00,0.00,0.00,Active,female,Garland, Texas,Lower Elementary,Newton,5SD
1/1/2024,Tuition,1102.50,Employee discount,-1102.50,0.00,0.00,0.00,Active,female,Garland, Texas,Lower Elementary,Newton,5SD
2/1/2024,Tuition,1102.50,Employee discount,-1102.50,0.00,0.00,0.00,Active,female,Garland, Texas,Lower Elementary,Newton,5SD
3/1/2024,Tuition,1102.50,Employee discount,-1102.50,0.00,0.00,0.00,Active,female,Garland, Texas,Lower Elementary,Newton,5SD
4/1/2024,Tuition,1102.50,Employee discount,-1102.50,0.00,0.00,0.00,Active,female,Garland, Texas,Lower Elementary,Newton,5SD
6/1/2023,Tuition,1050.00,Employee discount,-1050.00,0.00,0.00,0.00,Active,female,Garland, Texas,Lower Elementary,Newton,FD
2/1/2023,Tuition,1050.00,Employee discount,-1050.00,0.00,0.00,0.00,Active,male,Garland, Texas,Lower Elementary,Newton,FD
3/1/2023,Tuition,1050.00,Employee discount,-1050.00,0.00,0.00,0.00,Active,male,Garland, Texas,Lower Elementary,Newton,FD
4/1/2023,Tuition,1050.00,Employee discount,-1050.00,0.00,0.00,0.00,Active,male,Garland, Texas,Lower Elementary,Newton,FD
5/1/2023,Tuition,1050.00,Employee discount,-1050.00,0.00,0.00,0.00,Active,male,Garland, Texas,Lower Elementary,Newton,FD
6/1/2023,Tuition,1050.00,Employee discount,-1050.00,0.00,0.00,0.00,Active,male,Garland, Texas,Lower Elementary,Newton,FD
2/1/2023,Tuition,1050.00,Employee discount,-1050.00,0.00,0.00,0.00,Active,female,Garland, Texas,Lower Elementary,Newton,5SD
3/1/2023,Tuition,1050.00,Employee discount,-1050.00,0.00,0.00,0.00,Active,female,Garland, Texas,Lower Elementary,Newton,5SD
4/1/2023,Tuition,1050.00,Employee discount,-1050.00,0.00,0.00,0.00,Active,female,Garland, Texas,Lower Elementary,Newton,5SD
5/1/2023,Tuition,1050.00,Employee discount,-1050.00,0.00,0.00,0.00,Active,female,Garland, Texas,Lower Elementary,Newton,5SD
8/1/2022,Tuition,1000.00,Employee discount,-1000.00,0.00,0.00,0.00,Active,male,Garland, Texas,Lower Elementary,Newton,FD
9/1/2022,Tuition,1000.00,Employee discount,-1000.00,0.00,0.00,0.00,Active,male,Garland, Texas,Lower Elementary,Newton,FD
10/1/2022,Tuition,1000.00,Employee discount,-1000.00,0.00,0.00,0.00,Active,male,Garland, Texas,Lower Elementary,Newton,FD
11/1/2022,Tuition,1000.00,Employee discount,-1000.00,0.00,0.00,0.00,Active,male,Garland, Texas,Lower Elementary,Newton,FD
12/1/2022,Tuition,1000.00,Employee discount,-1000.00,0.00,0.00,0.00,Active,male,Garland, Texas,Lower Elementary,Newton,FD
1/1/2023,Tuition,1000.00,Employee discount,-1000.00,0.00,0.00,0.00,Active,male,Garland, Texas,Lower Elementary,Newton,FD
8/1/2022,Tuition,950.00,Employee discount,-950.00,0.00,0.00,0.00,Active,female,Garland, Texas,Lower Elementary,Newton,5SD
9/1/2022,Tuition,950.00,Employee discount,-950.00,0.00,0.00,0.00,Active,female,Garland, Texas,Lower Elementary,Newton,5SD
10/1/2022,Tuition,950.00,Employee discount,-950.00,0.00,0.00,0.00,Active,female,Garland, Texas,Lower Elementary,Newton,5SD
11/1/2022,Tuition,950.00,Employee discount,-950.00,0.00,0.00,0.00,Active,female,Garland, Texas,Lower Elementary,Newton,5SD
12/1/2022,Tuition,950.00,Employee discount,-950.00,0.00,0.00,0.00,Active,female,Garland, Texas,Lower Elementary,Newton,5SD
1/1/2023,Tuition,950.00,Employee discount,-950.00,0.00,0.00,0.00,Active,female,Garland, Texas,Lower Elementary,Newton,5SD
2/1/2023,Tuition,950.00,Employee discount,-950.00,0.00,0.00,0.00,Active,female,Garland, Texas,Lower Elementary,Newton,5SD
3/1/2023,Tuition,950.00,Employee discount,-950.00,0.00,0.00,0.00,Active,female,Garland, Texas,Lower Elementary,Newton,5SD
4/1/2023,Tuition,950.00,Employee discount,-950.00,0.00,0.00,0.00,Active,female,Garland, Texas,Lower Elementary,Newton,5SD
5/1/2023,Tuition,950.00,Employee discount,-950.00,0.00,0.00,0.00,Active,female,Garland, Texas,Lower Elementary,Newton,5SD
6/1/2023,Tuition,950.00,Employee discount,-950.00,0.00,0.00,0.00,Active,female,Garland, Texas,Lower Elementary,Newton,5SD
8/1/2022,Tuition,950.00,Employee discount,-950.00,0.00,0.00,0.00,Active,female,Garland, Texas,Lower Elementary,Newton,5SD
9/1/2022,Tuition,950.00,Employee discount,-950.00,0.00,0.00,0.00,Active,female,Garland, Texas,Lower Elementary,Newton,5SD
10/1/2022,Tuition,950.00,Employee discount,-950.00,0.00,0.00,0.00,Active,female,Garland, Texas,Lower Elementary,Newton,5SD
11/1/2022,Tuition,950.00,Employee discount,-950.00,0.00,0.00,0.00,Active,female,Garland, Texas,Lower Elementary,Newton,5SD
12/1/2022,Tuition,950.00,Employee discount,-950.00,0.00,0.00,0.00,Active,female,Garland, Texas,Lower Elementary,Newton,5SD
1/1/2023,Tuition,950.00,Employee discount,-950.00,0.00,0.00,0.00,Active,female,Garland, Texas,Lower Elementary,Newton,5SD
8/1/2023,Tuition,1133.00,Military Discount,-56.65,1076.35,0.00,1076.35,Active,male,Garland, Texas,Lower Elementary,Newton,FD
9/1/2023,Tuition,1133.00,Military Discount,-56.65,1076.35,0.00,1076.35,Active,male,Garland, Texas,Lower Elementary,Newton,FD
10/1/2023,Tuition,1133.00,Military Discount,-56.65,1076.35,0.00,1076.35,Active,male,Garland, Texas,Lower Elementary,Newton,FD
11/1/2023,Tuition,1133.00,Military Discount,-56.65,1076.35,0.00,1076.35,Active,male,Garland, Texas,Lower Elementary,Newton,FD
12/1/2023,Tuition,1133.00,Military Discount,-56.65,1076.35,0.00,1076.35,Active,male,Garland, Texas,Lower Elementary,Newton,FD
1/1/2024,Tuition,1133.00,Military Discount,-56.65,1076.35,0.00,1076.35,Active,male,Garland, Texas,Lower Elementary,Newton,FD
2/1/2024,Tuition,1133.00,Military Discount,-56.65,1076.35,0.00,1076.35,Active,male,Garland, Texas,Lower Elementary,Newton,FD
3/1/2024,Tuition,1133.00,Military Discount,-56.65,1076.35,0.00,1076.35,Active,male,Garland, Texas,Lower Elementary,Newton,FD
4/1/2024,Tuition,1133.00,Military Discount,-56.65,1076.35,0.00,1076.35,Active,male,Garland, Texas,Lower Elementary,Newton,FD
5/1/2024,Tuition,1133.00,Military Discount,-56.65,1076.35,0.00,1076.35,Active,male,Garland, Texas,Lower Elementary,Newton,FD
8/1/2023,Tuition,1155.00,Sibling ,-252.50,902.50,0.00,902.50,Active,female,Garland, Texas,Lower Elementary,Newton,FD
9/1/2023,Tuition,1155.00,Sibling ,-252.50,902.50,0.00,902.50,Active,female,Garland, Texas,Lower Elementary,Newton,FD
10/1/2023,Tuition,1155.00,Sibling ,-252.50,902.50,0.00,902.50,Active,female,Garland, Texas,Lower Elementary,Newton,FD
11/1/2023,Tuition,1155.00,Sibling ,-252.50,902.50,0.00,902.50,Active,female,Garland, Texas,Lower Elementary,Newton,FD
12/1/2023,Tuition,1155.00,Sibling ,-252.50,902.50,0.00,902.50,Active,female,Garland, Texas,Lower Elementary,Newton,FD
1/1/2024,Tuition,1155.00,Sibling ,-252.50,902.50,0.00,902.50,Active,female,Garland, Texas,Lower Elementary,Newton,FD
2/1/2024,Tuition,1155.00,Sibling ,-252.50,902.50,0.00,902.50,Active,female,Garland, Texas,Lower Elementary,Newton,FD
3/1/2024,Tuition,1155.00,Sibling ,-252.50,902.50,0.00,902.50,Active,female,Garland, Texas,Lower Elementary,Newton,FD
4/1/2024,Tuition,1155.00,Sibling ,-252.50,902.50,0.00,902.50,Active,female,Garland, Texas,Lower Elementary,Newton,FD
8/1/2023,Tuition,1155.00,Sibling ,-207.37,947.63,-45.13,902.50,Active,female,Garland, Texas,Lower Elementary,Newton,FD
9/1/2023,Tuition,1155.00,Sibling ,-207.37,947.63,-45.13,902.50,Active,female,Garland, Texas,Lower Elementary,Newton,FD
8/1/2022,Tuition,1050.00,Sibling ,-100.00,950.00,-950.00,0.00,Active,female,Garland, Texas,Lower Elementary,Newton,5SD
8/1/2022,Tuition,1018.50,Sibling ,-186.76,831.74,0.00,831.74,Active,female,Garland, Texas,Lower Elementary,Newton,FD
9/1/2022,Tuition,1018.50,Sibling ,-186.76,831.74,0.00,831.74,Active,female,Garland, Texas,Lower Elementary,Newton,FD
10/1/2022,Tuition,1018.50,Sibling ,-186.76,831.74,0.00,831.74,Active,female,Garland, Texas,Lower Elementary,Newton,FD
11/1/2022,Tuition,1018.50,Sibling ,-186.76,831.74,0.00,831.74,Active,female,Garland, Texas,Lower Elementary,Newton,FD
12/1/2022,Tuition,1018.50,Sibling ,-186.76,831.74,0.00,831.74,Active,female,Garland, Texas,Lower Elementary,Newton,FD
1/1/2023,Tuition,1018.50,Sibling ,-186.76,831.74,0.00,831.74,Active,female,Garland, Texas,Lower Elementary,Newton,FD
2/1/2023,Tuition,1018.50,Sibling ,-186.76,831.74,0.00,831.74,Active,female,Garland, Texas,Lower Elementary,Newton,FD
3/1/2023,Tuition,1018.50,Sibling ,-186.76,831.74,0.00,831.74,Active,female,Garland, Texas,Lower Elementary,Newton,FD
4/1/2023,Tuition,1018.50,Sibling ,-186.76,831.74,0.00,831.74,Active,female,Garland, Texas,Lower Elementary,Newton,FD
5/1/2023,Tuition,1018.50,Sibling ,-186.76,831.74,0.00,831.74,Active,female,Garland, Texas,Lower Elementary,Newton,FD
8/1/2023,Tuition,1100.00,Sibling ,-152.38,947.63,0.00,947.63,Active,male,Garland, Texas,Lower Elementary,Newton,FD
9/1/2023,Tuition,1100.00,Sibling ,-152.38,947.63,0.00,947.63,Active,male,Garland, Texas,Lower Elementary,Newton,FD
10/1/2023,Tuition,1100.00,Sibling ,-152.38,947.63,0.00,947.63,Active,male,Garland, Texas,Lower Elementary,Newton,FD
11/1/2023,Tuition,1100.00,Sibling ,-152.38,947.63,0.00,947.63,Active,male,Garland, Texas,Lower Elementary,Newton,FD
12/1/2023,Tuition,1100.00,Sibling ,-152.38,947.63,0.00,947.63,Active,male,Garland, Texas,Lower Elementary,Newton,FD
1/1/2024,Tuition,1100.00,Sibling ,-152.38,947.63,0.00,947.63,Active,male,Garland, Texas,Lower Elementary,Newton,FD
2/1/2024,Tuition,1100.00,Sibling ,-152.38,947.63,0.00,947.63,Active,male,Garland, Texas,Lower Elementary,Newton,FD
3/1/2024,Tuition,1100.00,Sibling ,-152.38,947.63,0.00,947.63,Active,male,Garland, Texas,Lower Elementary,Newton,FD
4/1/2024,Tuition,1100.00,Sibling ,-152.38,947.63,0.00,947.63,Active,male,Garland, Texas,Lower Elementary,Newton,FD
5/1/2024,Tuition,1100.00,Sibling ,-152.38,947.63,0.00,947.63,Active,male,Garland, Texas,Lower Elementary,Newton,FD
8/2/2022,Tuition,950.00,Sibling ,-135.47,814.53,0.00,814.53,Active,male,Garland, Texas,Lower Elementary,Newton,FD
9/1/2022,Tuition,950.00,Sibling ,-135.47,814.53,0.00,814.53,Active,male,Garland, Texas,Lower Elementary,Newton,FD
10/1/2022,Tuition,950.00,Sibling ,-135.47,814.53,0.00,814.53,Active,male,Garland, Texas,Lower Elementary,Newton,FD
11/1/2022,Tuition,950.00,Sibling ,-135.47,814.53,0.00,814.53,Active,male,Garland, Texas,Lower Elementary,Newton,FD
12/1/2022,Tuition,950.00,Sibling ,-135.47,814.53,0.00,814.53,Active,male,Garland, Texas,Lower Elementary,Newton,FD
1/1/2023,Tuition,950.00,Sibling ,-135.47,814.53,0.00,814.53,Active,male,Garland, Texas,Lower Elementary,Newton,FD
2/1/2023,Tuition,950.00,Sibling ,-135.47,814.53,0.00,814.53,Active,male,Garland, Texas,Lower Elementary,Newton,FD
3/1/2023,Tuition,950.00,Sibling ,-135.47,814.53,0.00,814.53,Active,male,Garland, Texas,Lower Elementary,Newton,FD
4/1/2023,Tuition,950.00,Sibling ,-135.47,814.53,0.00,814.53,Active,male,Garland, Texas,Lower Elementary,Newton,FD
5/1/2023,Tuition,950.00,Sibling ,-135.47,814.53,0.00,814.53,Active,male,Garland, Texas,Lower Elementary,Newton,FD
8/1/2023,Tuition,1102.50,Sibling ,-578.81,523.69,0.00,523.69,Active,female,Garland, Texas,Lower Elementary,Newton,5SD
9/1/2023,Tuition,1102.50,Sibling ,-55.12,1047.38,0.00,1047.38,Active,female,Garland, Texas,Lower Elementary,Newton,5SD
10/1/2023,Tuition,1102.50,Sibling ,-55.12,1047.38,0.00,1047.38,Active,female,Garland, Texas,Lower Elementary,Newton,5SD
11/1/2023,Tuition,1102.50,Sibling ,-55.12,1047.38,0.00,1047.38,Active,female,Garland, Texas,Lower Elementary,Newton,5SD
12/1/2023,Tuition,1102.50,Sibling ,-55.12,1047.38,0.00,1047.38,Active,female,Garland, Texas,Lower Elementary,Newton,5SD
1/1/2024,Tuition,1102.50,Sibling ,-55.12,1047.38,0.00,1047.38,Active,female,Garland, Texas,Lower Elementary,Newton,5SD
2/1/2024,Tuition,1102.50,Sibling ,-55.12,1047.38,0.00,1047.38,Active,female,Garland, Texas,Lower Elementary,Newton,5SD
3/1/2024,Tuition,1102.50,Sibling ,-55.12,1047.38,0.00,1047.38,Active,female,Garland, Texas,Lower Elementary,Newton,5SD
4/1/2024,Tuition,1102.50,Sibling ,-55.12,1047.38,0.00,1047.38,Active,female,Garland, Texas,Lower Elementary,Newton,5SD
6/1/2023,Tuition,1050.00,Sibling ,-52.50,997.50,0.00,997.50,Active,male,Garland, Texas,Lower Elementary,Newton,FD
7/1/2023,Tuition,1050.00,Sibling ,-52.50,997.50,0.00,997.50,Active,male,Garland, Texas,Lower Elementary,Newton,FD
11/1/2023,Tuition,1155.00,Teacher Discount,-57.75,1097.25,0.00,1097.25,Active,male,Garland, Texas,Lower Elementary,Newton,FD
12/1/2023,Tuition,1155.00,Teacher Discount,-57.75,1097.25,0.00,1097.25,Active,male,Garland, Texas,Lower Elementary,Newton,FD
1/1/2024,Tuition,1155.00,Teacher Discount,-57.75,1097.25,0.00,1097.25,Active,male,Garland, Texas,Lower Elementary,Newton,FD
2/1/2024,Tuition,1155.00,Teacher Discount,-57.75,1097.25,0.00,1097.25,Active,male,Garland, Texas,Lower Elementary,Newton,FD
3/1/2024,Tuition,1155.00,Teacher Discount,-57.75,1097.25,0.00,1097.25,Active,male,Garland, Texas,Lower Elementary,Newton,FD
4/1/2024,Tuition,1155.00,Teacher Discount,-57.75,1097.25,-1097.25,0.00,Active,male,Garland, Texas,Lower Elementary,Newton,FD
9/1/2023,Tuition,1155.00,,0.00,1155.00,0.00,1155.00,Active,male,Garland, Texas,Lower Elementary,Newton,FD
10/1/2023,Tuition,1155.00,,0.00,1155.00,-57.75,1097.25,Active,male,Garland, Texas,Lower Elementary,Newton,FD
8/1/2023,Tuition,1155.00,,0.00,1155.00,0.00,1155.00,Active,male,Garland, Texas,Lower Elementary,Newton,FD
9/1/2023,Tuition,1155.00,,0.00,1155.00,0.00,1155.00,Active,male,Garland, Texas,Lower Elementary,Newton,FD
10/1/2023,Tuition,1155.00,,0.00,1155.00,0.00,1155.00,Active,male,Garland, Texas,Lower Elementary,Newton,FD
11/1/2023,Tuition,1155.00,,0.00,1155.00,0.00,1155.00,Active,male,Garland, Texas,Lower Elementary,Newton,FD
12/1/2023,Tuition,1155.00,,0.00,1155.00,0.00,1155.00,Active,male,Garland, Texas,Lower Elementary,Newton,FD
1/1/2024,Tuition,1155.00,,0.00,1155.00,0.00,1155.00,Active,male,Garland, Texas,Lower Elementary,Newton,FD
